id,cue,response,response_position,response_level,gender,education
243,cognition,reasoning,2,2,female,high school
243,cognition,processing,3,2,female,high school
243,cognition,cognitive science,4,2,female,high school
243,cognition,insight,5,2,female,high school
243,analysis,systematic,1,2,female,high school
243,analysis,framework,2,2,female,high school
243,analysis,algorithm,3,2,female,high school
243,analysis,computation,4,2,female,high school
243,analysis,results,5,2,female,high school
243,problem-solving,difficulties,1,2,female,high school
243,problem-solving,tactics,2,2,female,high school
243,problem-solving,analysis,3,2,female,high school
243,problem-solving,determination,4,2,female,high school
243,problem-solving,mastery,5,2,female,high school
244,creativity,projects,1,2,female,high school
244,creativity,composition,2,2,female,high school
244,creativity,finesse,3,2,female,high school
244,creativity,elaboration,4,2,female,high school
244,creativity,whimsy,5,2,female,high school
244,innovation,science,1,2,female,high school
244,innovation,advancement,2,2,female,high school
244,innovation,disruption,3,2,female,high school
244,innovation,experimentation,4,2,female,high school
244,innovation,growth,5,2,female,high school
244,thought,cognition,1,2,female,high school
244,thought,understanding,2,2,female,high school
244,thought,analysis,3,2,female,high school
244,thought,philosophy,4,2,female,high school
244,thought,contemplation,5,2,female,high school
244,intellect,philosophy,1,2,female,high school
244,intellect,science,2,2,female,high school
244,intellect,learning,3,2,female,high school
244,intellect,curiosity,4,2,female,high school
244,intellect,expertise,5,2,female,high school
244,expertise,know-how,1,2,female,high school
244,expertise,efficiency,2,2,female,high school
244,expertise,faculty,3,2,female,high school
244,expertise,mastery,4,2,female,high school
244,expertise,savvy,5,2,female,high school
245,memory,neural,1,2,female,high school
245,memory,cognitive,2,2,female,high school
245,memory,synapse,3,2,female,high school
245,memory,hippocampus,4,2,female,high school
245,memory,long-term,5,2,female,high school
245,skills,project management,1,2,female,high school
245,skills,flexibility,2,2,female,high school
245,skills,artistic,3,2,female,high school
245,skills,athletic,4,2,female,high school
245,skills,scientific,5,2,female,high school
245,education,growth,1,2,female,high school
245,education,development,2,2,female,high school
245,education,classroom,3,2,female,high school
245,education,students,4,2,female,high school
245,education,diploma,5,2,female,high school
245,thinking,cognition,1,2,female,high school
245,thinking,analysis,2,2,female,high school
245,thinking,reasoning,3,2,female,high school
245,thinking,understanding,4,2,female,high school
245,thinking,pondering,5,2,female,high school
245,strategy,planning,1,2,female,high school
245,strategy,tactics,2,2,female,high school
245,strategy,chess,3,2,female,high school
245,strategy,goals,4,2,female,high school
245,strategy,game,5,2,female,high school
246,books,fantasy,1,2,female,high school
246,books,characters,2,2,female,high school
246,books,author,3,2,female,high school
246,books,fiction,4,2,female,high school
246,books,enlightenment,5,2,female,high school
246,research,clinical,1,2,female,high school
246,research,trials,2,2,female,high school
246,research,evidence,3,2,female,high school
246,research,peer-review,4,2,female,high school
246,research,publication,5,2,female,high school
246,enlightenment,perception,1,2,female,high school
246,enlightenment,enlightenment,2,2,female,high school
246,enlightenment,mindfulness,3,2,female,high school
246,enlightenment,clarity,4,2,female,high school
246,enlightenment,revelation,5,2,female,high school
246,savvy,intuitive,1,2,female,high school
246,savvy,business,2,2,female,high school
246,savvy,financial,3,2,female,high school
246,savvy,wise,4,2,female,high school
246,savvy,insightful,5,2,female,high school
247,logic,conclusions,1,2,female,high school
247,logic,process,2,2,female,high school
247,logic,formal,3,2,female,high school
247,logic,causality,4,2,female,high school
247,logic,truth,5,2,female,high school
247,aptitude,savvy,1,2,female,high school
247,aptitude,fitness,2,2,female,high school
247,aptitude,education,3,2,female,high school
247,aptitude,discernment,4,2,female,high school
247,aptitude,mastery,5,2,female,high school
247,proficiency,training,1,2,female,high school
247,proficiency,education,2,2,female,high school
247,proficiency,practice,3,2,female,high school
247,proficiency,talent,4,2,female,high school
247,proficiency,aptitude,5,2,female,high school
247,acumen,smart,1,2,female,high school
247,acumen,brilliance,2,2,female,high school
247,acumen,cunning,3,2,female,high school
247,acumen,education,4,2,female,high school
247,acumen,experience,5,2,female,high school
247,mastery,fluency,1,2,female,high school
247,mastery,command,2,2,female,high school
247,mastery,mastery,3,2,female,high school
247,mastery,authority,4,2,female,high school
247,mastery,power,5,2,female,high school
248,neuroscience,brain,1,2,female,high school
248,neuroscience,neurons,2,2,female,high school
248,neuroscience,research,3,2,female,high school
248,neuroscience,memory,4,2,female,high school
248,neuroscience,cognition,5,2,female,high school
248,psychology,perception,1,2,female,high school
248,psychology,social,2,2,female,high school
248,psychology,motivation,3,2,female,high school
248,psychology,intelligence,4,2,female,high school
248,psychology,memory,5,2,female,high school
248,philosophy,wisdom,1,2,female,high school
248,philosophy,aristotle,2,2,female,high school
248,philosophy,existence,3,2,female,high school
248,philosophy,ethics,4,2,female,high school
248,philosophy,metaphysics,5,2,female,high school
248,intelligence testing,aptitude,1,2,female,high school
248,intelligence testing,scores,2,2,female,high school
248,intelligence testing,cognitive,3,2,female,high school
248,intelligence testing,psychometrics,4,2,female,high school
248,intelligence testing,wechsler,5,2,female,high school
248,mental acuity,observation,1,2,female,high school
248,mental acuity,intuition,2,2,female,high school
248,mental acuity,depth,3,2,female,high school
248,mental acuity,synthesis,4,2,female,high school
248,mental acuity,judgment,5,2,female,high school
249,comprehension,decoding,1,2,female,high school
249,comprehension,understanding,2,2,female,high school
249,comprehension,processing,3,2,female,high school
249,comprehension,learning,4,2,female,high school
249,comprehension,analyzing,5,2,female,high school
249,mental agility,brainpower,1,2,female,high school
249,mental agility,speed,2,2,female,high school
249,mental agility,logic,3,2,female,high school
249,mental agility,concentration,4,2,female,high school
249,mental agility,mindfulness,5,2,female,high school
249,intellectual,insight,1,2,female,high school
249,intellectual,reasoning,2,2,female,high school
249,intellectual,learned,3,2,female,high school
249,intellectual,questioning,4,2,female,high school
249,intellectual,reflection,5,2,female,high school
249,scholar,dissertation,1,2,female,high school
249,scholar,thesis,2,2,female,high school
249,scholar,publication,3,2,female,high school
249,scholar,peer-reviewed,4,2,female,high school
249,scholar,seminar,5,2,female,high school
250,analytical,scientific,1,2,female,high school
250,analytical,hypothesis,2,2,female,high school
250,analytical,measurement,3,2,female,high school
250,analytical,algorithms,4,2,female,high school
250,analytical,statistics,5,2,female,high school
250,ingenuity,initiative,1,2,female,high school
250,ingenuity,vision,2,2,female,high school
250,ingenuity,craftsmanship,3,2,female,high school
250,ingenuity,uniqueness,4,2,female,high school
250,ingenuity,pioneering,5,2,female,high school
250,rationality,judgment,1,2,female,high school
250,rationality,intelligence,2,2,female,high school
250,rationality,clarity,3,2,female,high school
250,rationality,sense,4,2,female,high school
250,rationality,coherence,5,2,female,high school
250,genius,technology,1,2,female,high school
250,genius,neuroscience,2,2,female,high school
250,genius,philosophy,3,2,female,high school
250,genius,literature,4,2,female,high school
250,genius,art,5,2,female,high school
250,erudition,brainy,1,2,female,high school
250,erudition,advanced,2,2,female,high school
250,erudition,polymath,3,2,female,high school
250,erudition,cerebral,4,2,female,high school
250,erudition,peer-reviewed,5,2,female,high school
251,brain,biology,1,2,male,high school
251,brain,neuroscientist,2,2,male,high school
251,brain,evolution,3,2,male,high school
251,brain,dreams,4,2,male,high school
251,brain,meditation,5,2,male,high school
251,knowledge,professor,1,2,male,high school
251,knowledge,read,2,2,male,high school
251,knowledge,curiosity,3,2,male,high school
251,knowledge,knowledgeable,4,2,male,high school
251,knowledge,instruction,5,2,male,high school
251,wisdom,monastery,1,2,male,high school
251,wisdom,buddha,2,2,male,high school
251,wisdom,life lessons,3,2,male,high school
251,wisdom,clarity,4,2,male,high school
251,wisdom,empathy,5,2,male,high school
251,thought,problem-solving,1,2,male,high school
251,thought,ruminating,2,2,male,high school
251,thought,consideration,3,2,male,high school
251,thought,deduction,4,2,male,high school
251,thought,speculation,5,2,male,high school
251,understanding,comprehension,1,2,male,high school
251,understanding,perception,2,2,male,high school
251,understanding,intelligence,3,2,male,high school
251,understanding,learning,4,2,male,high school
251,understanding,connection,5,2,male,high school
252,iq,ravens,1,2,male,high school
252,iq,wais,2,2,male,high school
252,iq,stanford-binet,3,2,male,high school
252,iq,wechsler,4,2,male,high school
252,iq,scale,5,2,male,high school
252,genius,tesla,1,2,male,high school
252,genius,electricity,2,2,male,high school
252,genius,inventor,3,2,male,high school
252,genius,eccentric,4,2,male,high school
252,genius,visionary,5,2,male,high school
252,clever,skillful,1,2,male,high school
252,clever,educated,2,2,male,high school
252,clever,foxy,3,2,male,high school
252,clever,technique,4,2,male,high school
252,clever,mastermind,5,2,male,high school
252,insight,intelligence,1,2,male,high school
252,insight,learning,2,2,male,high school
252,insight,observation,3,2,male,high school
252,insight,inference,4,2,male,high school
252,insight,growth,5,2,male,high school
252,reason,deduction,1,2,male,high school
252,reason,inference,2,2,male,high school
252,reason,thought,3,2,male,high school
252,reason,purpose,4,2,male,high school
252,reason,principle,5,2,male,high school
253,learning,information,1,2,male,high school
253,learning,training,2,2,male,high school
253,learning,intellectual,3,2,male,high school
253,learning,progress,4,2,male,high school
253,learning,challenge,5,2,male,high school
253,education,literacy,1,2,male,high school
253,education,mathematics,2,2,male,high school
253,education,science,3,2,male,high school
253,education,history,4,2,male,high school
253,education,geography,5,2,male,high school
253,smart,genius,1,2,male,high school
253,smart,quick-witted,2,2,male,high school
253,smart,knowledge,3,2,male,high school
253,smart,insight,4,2,male,high school
253,smart,wisdom,5,2,male,high school
253,creativity,invention,1,2,male,high school
253,creativity,art,2,2,male,high school
253,creativity,imagination,3,2,male,high school
253,creativity,innovation,4,2,male,high school
253,creativity,ingenuity,5,2,male,high school
253,innovation,cloud computing,1,2,male,high school
253,innovation,blockchain,2,2,male,high school
253,innovation,virtual reality,3,2,male,high school
253,innovation,internet of things,4,2,male,high school
253,innovation,big data,5,2,male,high school
254,savvy,business,1,2,male,high school
254,savvy,acumen,2,2,male,high school
254,savvy,strategic,3,2,male,high school
254,savvy,tactical,4,2,male,high school
254,savvy,discerning,5,2,male,high school
254,intellectual,wisdom,1,2,male,high school
254,intellectual,education,2,2,male,high school
254,intellectual,discussion,3,2,male,high school
254,intellectual,theory,4,2,male,high school
254,intellectual,insight,5,2,male,high school
254,perception,experience,1,2,male,high school
254,perception,perception,2,2,male,high school
254,perception,conception,3,2,male,high school
254,perception,discernment,4,2,male,high school
254,perception,perception,5,2,male,high school
254,logic,algorithm,1,2,male,high school
254,logic,code,2,2,male,high school
254,logic,computation,3,2,male,high school
254,logic,programming,4,2,male,high school
254,logic,data,5,2,male,high school
254,analysis,context,1,2,male,high school
254,analysis,objective,2,2,male,high school
254,analysis,algorithms,3,2,male,high school
254,analysis,data-mining,4,2,male,high school
254,analysis,results,5,2,male,high school
255,mental,intelligence,1,2,male,high school
255,mental,disorder,2,2,male,high school
255,mental,emotional,3,2,male,high school
255,mental,psychiatry,4,2,male,high school
255,mental,mindfulness,5,2,male,high school
255,acumen,understanding,1,2,male,high school
255,acumen,skill,2,2,male,high school
255,acumen,perception,3,2,male,high school
255,acumen,keenness,4,2,male,high school
255,acumen,judgment,5,2,male,high school
255,brilliance,brightness,1,2,male,high school
255,brilliance,innovation,2,2,male,high school
255,brilliance,sharpness,3,2,male,high school
255,brilliance,creativity,4,2,male,high school
255,brilliance,sparkle,5,2,male,high school
255,aptitude,skill,1,2,male,high school
255,aptitude,test,2,2,male,high school
255,aptitude,potential,3,2,male,high school
255,aptitude,ability,4,2,male,high school
255,aptitude,talent,5,2,male,high school
255,cognition,thinking,1,2,male,high school
255,cognition,brain,2,2,male,high school
255,cognition,intelligence,3,2,male,high school
255,cognition,memory,4,2,male,high school
255,cognition,understanding,5,2,male,high school
256,awareness,alert,1,2,male,high school
256,awareness,informed,2,2,male,high school
256,awareness,awake,3,2,male,high school
256,awareness,mindful,4,2,male,high school
256,awareness,responsive,5,2,male,high school
256,proficient,gifted,1,2,male,high school
256,proficient,genius,2,2,male,high school
256,proficient,intuitive,3,2,male,high school
256,proficient,ingenious,4,2,male,high school
256,proficient,clever,5,2,male,high school
256,skill,dexterity,1,2,male,high school
256,skill,training,2,2,male,high school
256,skill,mastery,3,2,male,high school
256,skill,ability,4,2,male,high school
256,skill,technique,5,2,male,high school
256,resourcefulness,sustainability,1,2,male,high school
256,resourcefulness,tactical,2,2,male,high school
256,resourcefulness,shrewdness,3,2,male,high school
256,resourcefulness,competence,4,2,male,high school
256,resourcefulness,exploitative,5,2,male,high school
256,comprehension,comprehend,1,2,male,high school
256,comprehension,reflect,2,2,male,high school
256,comprehension,listen,3,2,male,high school
256,comprehension,discourse,4,2,male,high school
256,comprehension,inference,5,2,male,high school
257,neuroscience,spinal cord,1,2,male,high school
257,neuroscience,neurosurgery,2,2,male,high school
257,neuroscience,experimental psychology,3,2,male,high school
257,neuroscience,myelin,4,2,male,high school
257,neuroscience,neuropathy,5,2,male,high school
257,memory,smells,1,2,male,high school
257,memory,tastes,2,2,male,high school
257,memory,sounds,3,2,male,high school
257,memory,sights,4,2,male,high school
257,memory,sensations,5,2,male,high school
257,intuition,esp,1,2,male,high school
257,intuition,instinctual,2,2,male,high school
257,intuition,impromptu,3,2,male,high school
257,intuition,telepathy,4,2,male,high school
257,intuition,insightful,5,2,male,high school
257,complexity,complexity theory,1,2,male,high school
257,complexity,adaptive,2,2,male,high school
257,complexity,emergent,3,2,male,high school
257,complexity,synergy,4,2,male,high school
257,complexity,feedback,5,2,male,high school
257,problem-solving,troubleshooting,1,2,male,high school
257,problem-solving,approach,2,2,male,high school
257,problem-solving,implementation,3,2,male,high school
257,problem-solving,results,4,2,male,high school
257,problem-solving,success,5,2,male,high school
258,inquisitive,puzzle,1,2,male,high school
258,inquisitive,quizzical,2,2,male,high school
258,inquisitive,investigate,3,2,male,high school
258,inquisitive,clarify,4,2,male,high school
258,inquisitive,perceive,5,2,male,high school
258,reflective,solar panels,1,2,male,high school
258,reflective,energy,2,2,male,high school
258,reflective,conservation,3,2,male,high school
258,reflective,efficiency,4,2,male,high school
258,reflective,green,5,2,male,high school
258,discerning,sensitive,1,2,male,high school
258,discerning,particular,2,2,male,high school
258,discerning,connoisseur,3,2,male,high school
258,discerning,expertise,4,2,male,high school
258,discerning,cultured,5,2,male,high school
258,philosophical,kant,1,2,male,high school
258,philosophical,dialectics,2,2,male,high school
258,philosophical,principles,3,2,male,high school
258,philosophical,curiosity,4,2,male,high school
258,philosophical,skepticism,5,2,male,high school
258,theoretical,abstract,1,2,male,high school
258,theoretical,hypothesis,2,2,male,high school
258,theoretical,complex,3,2,male,high school
258,theoretical,mathematics,4,2,male,high school
258,theoretical,conceptual,5,2,male,high school
259,scholar,philosopher,1,2,male,high school
259,scholar,teaching,2,2,male,high school
259,scholar,mentor,3,2,male,high school
259,scholar,pupil,4,2,male,high school
259,scholar,collegiate,5,2,male,high school
259,expert,think-tank,1,2,male,high school
259,expert,researcher,2,2,male,high school
259,expert,pundit,3,2,male,high school
259,expert,sage,4,2,male,high school
259,expert,artisan,5,2,male,high school
259,mastery,aptitude,1,2,male,high school
259,mastery,capability,2,2,male,high school
259,mastery,fluency,3,2,male,high school
259,mastery,grasp,4,2,male,high school
259,mastery,knack,5,2,male,high school
259,proficiency,performance,1,2,male,high school
259,proficiency,talent,2,2,male,high school
259,proficiency,capability,3,2,male,high school
259,proficiency,adeptness,4,2,male,high school
259,proficiency,efficiency,5,2,male,high school
259,erudition,sophistication,1,2,male,high school
259,erudition,instruction,2,2,male,high school
259,erudition,informed,3,2,male,high school
259,erudition,cerebral,4,2,male,high school
259,erudition,extensive,5,2,male,high school
260,curiosity,inquiry,1,2,male,high school
260,curiosity,hunger,2,2,male,high school
260,curiosity,attention,3,2,male,high school
260,curiosity,inquisitiveness,4,2,male,high school
260,curiosity,reflection,5,2,male,high school
260,foresight,strategy,1,2,male,high school
260,foresight,foresee,2,2,male,high school
260,foresight,proactive,3,2,male,high school
260,foresight,intuition,4,2,male,high school
260,foresight,preparedness,5,2,male,high school
260,ingenuity,strategy,1,2,male,high school
260,ingenuity,planning,2,2,male,high school
260,ingenuity,execution,3,2,male,high school
260,ingenuity,novelty,4,2,male,high school
260,ingenuity,ambition,5,2,male,high school
260,astuteness,bright,1,2,male,high school
260,astuteness,knowledgeable,2,2,male,high school
260,astuteness,sensible,3,2,male,high school
260,astuteness,artful,4,2,male,high school
260,astuteness,canny,5,2,male,high school
260,enlightenment,wisdom,1,2,male,high school
260,enlightenment,reason,2,2,male,high school
260,enlightenment,awakening,3,2,male,high school
260,enlightenment,understanding,4,2,male,high school
260,enlightenment,knowledge,5,2,male,high school
261,brain,cognition,1,2,male,high school
261,brain,cortex,2,2,male,high school
261,brain,synapse,3,2,male,high school
261,brain,learning,4,2,male,high school
261,brain,neurology,5,2,male,high school
261,knowledge,theory,1,2,male,high school
261,knowledge,know-how,2,2,male,high school
261,knowledge,erudition,3,2,male,high school
261,knowledge,cognition,4,2,male,high school
261,knowledge,understanding,5,2,male,high school
261,wisdom,sages,1,2,male,high school
261,wisdom,judgement,2,2,male,high school
261,wisdom,intelligence,3,2,male,high school
261,wisdom,patience,4,2,male,high school
261,wisdom,teaching,5,2,male,high school
261,understanding,learning,1,2,male,high school
261,understanding,knowledge,2,2,male,high school
261,understanding,perception,3,2,male,high school
261,understanding,communication,4,2,male,high school
261,understanding,acknowledgment,5,2,male,high school
261,insight,perception,1,2,male,high school
261,insight,breakthrough,2,2,male,high school
261,insight,cognition,3,2,male,high school
261,insight,epiphany,4,2,male,high school
261,insight,enlightenment,5,2,male,high school
262,iq,intelligence,1,2,male,high school
262,iq,measurement,2,2,male,high school
262,iq,genius,3,2,male,high school
262,iq,test,4,2,male,high school
262,iq,score,5,2,male,high school
262,education,blackboard,1,2,male,high school
262,education,chalk,2,2,male,high school
262,education,desks,3,2,male,high school
262,education,quizzes,4,2,male,high school
262,education,college,5,2,male,high school
262,smart,informed,1,2,male,high school
262,smart,scholar,2,2,male,high school
262,smart,proficient,3,2,male,high school
262,smart,expert,4,2,male,high school
262,smart,analytical,5,2,male,high school
262,genius,hawking,1,2,male,high school
262,genius,prodigy,2,2,male,high school
262,genius,expertise,3,2,male,high school
262,genius,insight,4,2,male,high school
262,genius,talent,5,2,male,high school
262,creativity,intuition,1,2,male,high school
262,creativity,sculpting,2,2,male,high school
262,creativity,dance,3,2,male,high school
262,creativity,storytelling,4,2,male,high school
262,creativity,improvisation,5,2,male,high school
263,learning,reading,1,2,male,high school
263,learning,writing,2,2,male,high school
263,learning,lecture,3,2,male,high school
263,learning,analysis,4,2,male,high school
263,learning,curiosity,5,2,male,high school
263,comprehension,critical thinking,1,2,male,high school
263,comprehension,instruction,2,2,male,high school
263,comprehension,assimilation,3,2,male,high school
263,comprehension,processing,4,2,male,high school
263,comprehension,understanding,5,2,male,high school
263,cognition,thinking,1,2,male,high school
263,cognition,brain,2,2,male,high school
263,cognition,intelligence,3,2,male,high school
263,cognition,memory,4,2,male,high school
263,cognition,learning,5,2,male,high school
263,acuity,observation,1,2,male,high school
263,acuity,intellectual,2,2,male,high school
263,acuity,soundness,3,2,male,high school
263,acuity,lucidity,4,2,male,high school
263,acuity,readiness,5,2,male,high school
263,aptitude,examination,1,2,male,high school
263,aptitude,adeptness,2,2,male,high school
263,aptitude,grasp,3,2,male,high school
263,aptitude,finesse,4,2,male,high school
263,aptitude,instinct,5,2,male,high school
264,book-smart,pedantic,1,2,male,high school
264,book-smart,detail,2,2,male,high school
264,book-smart,curriculum,3,2,male,high school
264,book-smart,articulate,4,2,male,high school
264,book-smart,cognition,5,2,male,high school
264,street-smart,practical,1,2,male,high school
264,street-smart,strategic,2,2,male,high school
264,street-smart,perceptive,3,2,male,high school
264,street-smart,keen,4,2,male,high school
264,street-smart,cunning,5,2,male,high school
264,intellectual,rational,1,2,male,high school
264,intellectual,enlightenment,2,2,male,high school
264,intellectual,discovery,3,2,male,high school
264,intellectual,reflection,4,2,male,high school
264,intellectual,professorial,5,2,male,high school
264,reasoning,logic,1,2,male,high school
264,reasoning,analysis,2,2,male,high school
264,reasoning,rationale,3,2,male,high school
264,reasoning,argument,4,2,male,high school
264,reasoning,thinking,5,2,male,high school
264,problem-solving,question,1,2,male,high school
264,problem-solving,answer,2,2,male,high school
264,problem-solving,technique,3,2,male,high school
264,problem-solving,effectiveness,4,2,male,high school
264,problem-solving,efficiency,5,2,male,high school
265,mind,awareness,1,2,male,high school
265,mind,perception,2,2,male,high school
265,mind,ideas,3,2,male,high school
265,mind,reasoning,4,2,male,high school
265,mind,imagination,5,2,male,high school
265,neuroscience,brain injury,1,2,male,high school
265,neuroscience,neural coding,2,2,male,high school
265,neuroscience,psychiatry,3,2,male,high school
265,neuroscience,evolution,4,2,male,high school
265,neuroscience,reflexes,5,2,male,high school
265,analysis,logic,1,2,male,high school
265,analysis,reasoning,2,2,male,high school
265,analysis,assessment,3,2,male,high school
265,analysis,synthesis,4,2,male,high school
265,analysis,conclusions,5,2,male,high school
265,intellect,knowledge,1,2,male,high school
265,intellect,intelligence,2,2,male,high school
265,intellect,insight,3,2,male,high school
265,intellect,reason,4,2,male,high school
265,intellect,comprehension,5,2,male,high school
265,perception,sight,1,2,male,high school
265,perception,hearing,2,2,male,high school
265,perception,touch,3,2,male,high school
265,perception,smell,4,2,male,high school
265,perception,taste,5,2,male,high school
266,logic,reason,1,2,male,high school
266,logic,deduction,2,2,male,high school
266,logic,rationality,3,2,male,high school
266,logic,analysis,4,2,male,high school
266,logic,critical thinking,5,2,male,high school
266,savvy,sophisticated,1,2,male,high school
266,savvy,aware,2,2,male,high school
266,savvy,discriminating,3,2,male,high school
266,savvy,judicious,4,2,male,high school
266,savvy,practical,5,2,male,high school
266,capability,ingenuity,1,2,male,high school
266,capability,capability,2,2,male,high school
266,capability,execution,3,2,male,high school
266,capability,accomplishment,4,2,male,high school
266,capability,competence,5,2,male,high school
266,thinking,judgment,1,2,male,high school
266,thinking,knowledge,2,2,male,high school
266,thinking,introspection,3,2,male,high school
266,thinking,synthesis,4,2,male,high school
266,thinking,conceptualization,5,2,male,high school
266,expertise,credentials,1,2,male,high school
266,expertise,degrees,2,2,male,high school
266,expertise,recognition,3,2,male,high school
266,expertise,peer-review,4,2,male,high school
266,expertise,distinction,5,2,male,high school
267,mental,imagination,1,2,male,high school
267,mental,consciousness,2,2,male,high school
267,mental,cognitive,3,2,male,high school
267,mental,emotion,4,2,male,high school
267,mental,mindfulness,5,2,male,high school
267,acumen,insight,1,2,male,high school
267,acumen,intelligence,2,2,male,high school
267,acumen,wisdom,3,2,male,high school
267,acumen,shrewdness,4,2,male,high school
267,acumen,expertise,5,2,male,high school
267,sharpness,glass,1,2,male,high school
267,sharpness,ice,2,2,male,high school
267,sharpness,astute,3,2,male,high school
267,sharpness,sour,4,2,male,high school
267,sharpness,prick,5,2,male,high school
267,bright,vibrant,1,2,male,high school
267,bright,illuminated,2,2,male,high school
267,bright,astute,3,2,male,high school
267,bright,fluorescence,4,2,male,high school
267,bright,sunshine,5,2,male,high school
267,quick-witted,clever,1,2,male,high school
267,quick-witted,sharp,2,2,male,high school
267,quick-witted,humorous,3,2,male,high school
267,quick-witted,intelligent,4,2,male,high school
267,quick-witted,agile,5,2,male,high school
268,innovation,startups,1,2,male,high school
268,innovation,ideas,2,2,male,high school
268,innovation,patents,3,2,male,high school
268,innovation,collaboration,4,2,male,high school
268,innovation,design,5,2,male,high school
268,discovery,galileo,1,2,male,high school
268,discovery,newton,2,2,male,high school
268,discovery,einstein,3,2,male,high school
268,discovery,darwin,4,2,male,high school
268,discovery,hawking,5,2,male,high school
268,curiosity,interest,1,2,male,high school
268,curiosity,fascination,2,2,male,high school
268,curiosity,intelligence,3,2,male,high school
268,curiosity,drive,4,2,male,high school
268,curiosity,experimentation,5,2,male,high school
268,mastery,talent,1,2,male,high school
268,mastery,practice,2,2,male,high school
268,mastery,excellence,3,2,male,high school
268,mastery,adeptness,4,2,male,high school
268,mastery,control,5,2,male,high school
268,skill,craftsmanship,1,2,male,high school
268,skill,expertise,2,2,male,high school
268,skill,training,3,2,male,high school
268,skill,practice,4,2,male,high school
268,skill,talent,5,2,male,high school
269,strategy,blueprint,1,2,male,high school
269,strategy,advantage,2,2,male,high school
269,strategy,efficiency,3,2,male,high school
269,strategy,leadership,4,2,male,high school
269,strategy,coordination,5,2,male,high school
269,memory,memorization,1,2,male,high school
269,memory,study,2,2,male,high school
269,memory,intelligence,3,2,male,high school
269,memory,mnemonics,4,2,male,high school
269,memory,concentration,5,2,male,high school
269,thought,mind,1,2,male,high school
269,thought,brain,2,2,male,high school
269,thought,idea,3,2,male,high school
269,thought,reflection,4,2,male,high school
269,thought,consciousness,5,2,male,high school
269,consciousness,brain,1,2,male,high school
269,consciousness,neurology,2,2,male,high school
269,consciousness,psychology,3,2,male,high school
269,consciousness,life,4,2,male,high school
269,consciousness,philosophy,5,2,male,high school
269,awareness,recognition,1,2,male,high school
269,awareness,attentiveness,2,2,male,high school
269,awareness,understanding,3,2,male,high school
269,awareness,sensitivity,4,2,male,high school
269,awareness,enlightenment,5,2,male,high school
270,philosophy,enlightenment,1,2,male,high school
270,philosophy,science,2,2,male,high school
270,philosophy,skepticism,3,2,male,high school
270,philosophy,freedom,4,2,male,high school
270,philosophy,kant,5,2,male,high school
270,science,hypothesis,1,2,male,high school
270,science,theory,2,2,male,high school
270,science,analysis,3,2,male,high school
270,science,data,4,2,male,high school
270,science,conclusion,5,2,male,high school
270,mathematics,infinity,1,2,male,high school
270,mathematics,patterns,2,2,male,high school
270,mathematics,series,3,2,male,high school
270,mathematics,limits,4,2,male,high school
270,mathematics,derivatives,5,2,male,high school
270,linguistics,grammar,1,2,male,high school
270,linguistics,syntax,2,2,male,high school
270,linguistics,morphemes,3,2,male,high school
270,linguistics,phonetics,4,2,male,high school
270,linguistics,language families,5,2,male,high school
270,artificial intelligence,self-driving cars,1,2,male,high school
270,artificial intelligence,innovation,2,2,male,high school
270,artificial intelligence,personal assistants,3,2,male,high school
270,artificial intelligence,analytics,4,2,male,high school
270,artificial intelligence,smartphones,5,2,male,high school
271,brain,neuroplasticity,1,2,male,high school
271,brain,limbic system,2,2,male,high school
271,brain,sensory,3,2,male,high school
271,brain,reflex,4,2,male,high school
271,brain,insight,5,2,male,high school
271,learning,persistence,1,2,male,high school
271,learning,scholarship,2,2,male,high school
271,learning,comprehension,3,2,male,high school
271,learning,analysis,4,2,male,high school
271,learning,enrichment,5,2,male,high school
271,wisdom,elders,1,2,male,high school
271,wisdom,socrates,2,2,male,high school
271,wisdom,think,3,2,male,high school
271,wisdom,counsel,4,2,male,high school
271,wisdom,depth,5,2,male,high school
271,knowledge,information,1,2,male,high school
271,knowledge,expertise,2,2,male,high school
271,knowledge,scholarship,3,2,male,high school
271,knowledge,cognition,4,2,male,high school
271,knowledge,library,5,2,male,high school
271,analysis,data,1,2,male,high school
271,analysis,research,2,2,male,high school
271,analysis,investigation,3,2,male,high school
271,analysis,interpretation,4,2,male,high school
271,analysis,statistics,5,2,male,high school
272,iq,psychometrics,1,2,male,high school
272,iq,standardized,2,2,male,high school
272,iq,wechsler,3,2,male,high school
272,iq,abstract,4,2,male,high school
272,iq,spatial,5,2,male,high school
272,genius,feynman,1,2,male,high school
272,genius,physics,2,2,male,high school
272,genius,understanding,3,2,male,high school
272,genius,genius,4,2,male,high school
272,genius,unconventional,5,2,male,high school
272,innovation,risk-taking,1,2,male,high school
272,innovation,ambition,2,2,male,high school
272,innovation,courage,3,2,male,high school
272,innovation,exploration,4,2,male,high school
272,innovation,impact,5,2,male,high school
272,understanding,education,1,2,male,high school
272,understanding,wisdom,2,2,male,high school
272,understanding,intimacy,3,2,male,high school
272,understanding,familiarity,4,2,male,high school
272,understanding,reflection,5,2,male,high school
272,cognition,conceptualization,1,2,male,high school
272,cognition,recall,2,2,male,high school
272,cognition,judgment,3,2,male,high school
272,cognition,cerebrum,4,2,male,high school
272,cognition,intuition,5,2,male,high school
273,smart,bright,1,2,male,high school
273,smart,aptitude,2,2,male,high school
