response,response_correct,response_frequency,spelling_check,acronym_check,acronym_candidate
Neurodegeneration,,3,likely misspelled,,
Neurodegenerative,,1,likely misspelled,,
neurodevelopment,,1,likely misspelled,,
neurodiverse,,1,likely misspelled,,
Neurodiversity,,2,likely misspelled,,
Neuroendocrinology,,1,likely misspelled,,
Neuroethics,,3,likely misspelled,,
Neurogenesis,,7,likely misspelled,,
Neuroimaging,,1,likely misspelled,,
Neurolinguistics,,1,likely misspelled,,
Neurological,,3,,,
Neurological Disorders,,2,,,
Neurology,,54,,,
neuromodulators,,1,likely misspelled,,
neuron,,2,,,
Neuronal,,1,,,
Neurons,,40,,,
Neuropathology,,2,likely misspelled,,
Neuropathy,,2,likely misspelled,,
Neuropharmacology,,3,likely misspelled,,
Neurophysiology,,3,likely misspelled,,
Neuroplasticity,,24,likely misspelled,,
neuropsychological,,1,likely misspelled,,
neuropsychology,,10,likely misspelled,,
Neuroscience,,107,,,
Neuroscience education,,1,,,
Neuroscientist,,2,likely misspelled,,
Neurosurgeon,,2,,,
Neurosurgery,,3,,,
Neurotherapy,,1,likely misspelled,,
Neurotransmission,,2,likely misspelled,,
Neurotransmitter,,1,,,
Neurotransmitters,,18,,,
Neutral,,1,,,
Neutrality,,3,,,
New,,3,,,
New Species,,1,,,
New World,,2,,,
New Worlds,,1,,,
News,,3,,,
Newton,,16,,,
niche,,5,,,
Nietzsche,,6,,,
night,,1,,,
nimble,,8,,,
Nimbleness,,7,,,
ninja,,1,,,
Nirvana,,2,,,
Nobel,,13,,,
Nobel Prize,,1,,,
Nobility,,1,,,
Non-binary,,1,,,
non-concrete,,1,,,
Non-derivative,,1,,,
Non-Euclidean,,1,,,
Non-fiction,,3,,,
Non-judgment,,1,,,
Non-rational,,6,,,
non-representational,,2,,,
Non-verbal,,3,,,
Nonbiased,,1,likely misspelled,,
Nonconcrete,,1,likely misspelled,,
Nonconformity,,2,,,
Nonimpulsive,,1,likely misspelled,,
Nonjudgmental,,2,,,
Nonlinear,,3,,,
Nonliteral,,5,likely misspelled,,
Nonverbal,,5,,,
Norm-Referenced,,1,,,
Norms,,5,,,
Nosiness,,1,,,
Nostalgia,,6,,,
notable,,1,,,
notation,,1,,,
note,,1,,,
Note-taking,,2,,,
Notebooks,,1,,,
Notice,,3,,,
noticing,,2,,,
notified,,1,,,
notion,,7,,,
Novels,,4,,,
Novelty,,31,,,
NRO,,1,likely misspelled,likely an acronym,U.S. National Reconnaissance Office
NSA,,3,,likely an acronym,U.S. National Security Agency
Nuance,,8,,,
Nuclear,,1,,,
Number,,2,,,
Numbers,,11,,,
numeracy,,1,,,
numeric,,1,,,
Numerical,,7,,,
numerical reasoning,,1,,,
nursing,,1,,,
Nurture,,1,,,
Objective,,22,,,
Objectives,,2,,,
Objectivity,,15,,,
Observant,,6,,,
Observation,,50,,,
Observation deck,,1,,,
observe,,1,,,
Obstacle,,4,,,
Obstacle Course,,2,,,
obstacles,,3,,,
occupancy,,2,,,
Ocean,,4,,,
odometer,,1,,,
olfactory,,1,,,
on-the-ball,,1,,,
oncology,,1,,,
Online,,6,,,
ontology,,3,,,
Open-minded,,5,,,
Open-mindedness,,13,,,
Opening,,1,,,
Openness,,5,,,
Operating System,,1,,,
Operation,,4,,,
Operations,,7,,,
operations center,,1,,,
Operative,,1,,,
Operatives,,1,,,
opinion,,9,,,
Opportunistic,,1,,,
Opportunity,,5,,,
opposition,,1,,,
Optimisation,,1,likely misspelled,,
Optimism,,1,,,
optimistic,,1,,,
Optimization,,18,,,
orchestration,,1,,,
Order,,8,,,
Organ,,2,,,
Organic,,1,,,
organism,,1,,,
Organisms,,1,,,
Organization,,1,,,
Organizational,,1,,,
Organize,,1,,,
Orientation,,2,,,
Origin,,2,,,
origin of species,,1,,,
original,,11,,,
Originality,,29,,,
Out-of-the-box,,1,,,
Outcome,,17,,,
Outcomes,,1,,,
Outdoor,,1,,,
Outer layer,,1,,,
outlier,,1,,,
Output,,2,,,
outside-the-box,,1,,,
outstanding,,2,,,
Overcome,,2,,,
Overcoming,,3,,,
overfitting,,3,,,
owl,,1,,,
owls,,2,,,
Pages,,5,,,
pain,,4,,,
Painting,,7,,,
Pakistan,,2,,,
Palette,,1,,,
Paperback,,3,,,
Papers,,3,,,
Parables,,1,,,
Paradigm,,1,,,
Paradox,,1,,,
Parallelism,,2,,,
Park,,1,,,
Parkinson's,,3,,,
parkour,,1,,,
Particle Collider,,1,,,
Particles,,2,,,
Passion,,6,,,
passionate,,2,,,
Past,,8,,,
patent,,1,,,
Patent Clerk,,1,,,
Patents,,11,,,
Pathways,,9,,,
Patience,,28,,,
Pattern,,8,,,
Pattern Recognition,,6,,,
Patterns,,32,,,
Pause,,1,,,
Pawn,,2,,,
payment,,1,,,
PCA,,1,,likely an acronym,
peace,,7,,,
peculiar,,1,,,
Pedagogy,,13,,,
Pedantic,,4,,,
pediatrics,,1,,,
Peer,,2,,,
Peer Review,,1,,,
Peer-learning,,2,,,
Peer-review,,9,,,
Peer-reviewed,,4,,,
PeerReview,,1,likely misspelled,,
Penalty,,1,,,
Pencil,,1,,,
Pencils,,1,,,
penetrating,,2,,,
Penetration,,8,,,
penetrative,,1,,,
Penicillin,,2,,,
Penrose,,1,likely misspelled,,
Pens,,1,,,
Pensive,,1,,,
pepper,,1,,,
Perceive,,1,,,
Perceiving,,1,,,
Percentage,,1,,,
percentile,,17,,,
Perception,,371,,,
Perception-Action,,1,,,
Perceptive,,34,,,
Perceptiveness,,1,,,
Perceptual,,2,,,
Perfection,,5,,,
Performance,,35,,,
performer,,1,,,
periodic,,1,,,
perky,,1,,,
permanence,,1,,,
perseverance,,9,,,
Persistence,,13,,,
Personal,,1,,,
Personal Assistants,,1,,,
Personal Growth,,2,,,
Personal Identity,,1,,,
Personality,,2,,,
Personalization,,3,likely misspelled,,
personalized treatment,,1,,,
Perspective,,85,,,
Perspicacious,,8,,,
Perspicacity,,10,,,
perspicuous,,1,,,
Persuasion,,4,,,
Persuasive,,2,,,
Persuasiveness,,1,,,
PhD,,3,,,
Phenomenal,,3,,,
Phenomenology,,9,,,
Phenomenon,,3,,,
Philosopher,,22,,,
Philosophers,,2,,,
Philosophical,,13,,,
Philosophy,,133,,,
Phoneme,,2,,,
Phonetics,,2,,,
Phonology,,1,,,
Photoelectric,,2,,,
Photograph,,2,,,
Photographic,,1,,,
Photographs,,5,,,
Photography,,2,,,
Photosynthesis,,1,,,
physical,,1,,,
physicist,,1,,,
physics,,21,,,
Physiology,,2,,,
Pi,,2,,,
Piaget,,1,,,
Pianist,,3,,,
Piano,,1,,,
Picasso,,1,,,
picture,,3,,,
Pieces,,4,,,
piercing,,4,,,
pin,,1,,potentially an acronym,Personal Identification Number
pinpoint,,1,,,
pioneer,,6,,,
Pioneering,,11,,,
pithy,,2,,,
Pivotal,,2,,,
Pivoting,,1,,,
places,,1,,,
Plainness,,1,,,
Plan,,4,,,
Planet,,1,,,
Planning,,28,,,
Plants,,1,,,
Plastic,,3,,,
Plasticity,,32,,,
Platform,,1,,,
Platforms,,2,,,
Plato,,7,,,
Play,,5,,,
Playfulness,,8,,,
playwright,,4,,,
playwriting,,1,likely misspelled,,
plot,,1,,,
Poetry,,5,,,
Poignant,,1,,,
point,,3,,,
Poise,,3,,,
Policies,,1,,,
polish,,7,,,
Polished,,14,,,
Political,,2,,,
Polka-dots,,1,,,
Pollock,,1,,,
Polygraph,,1,,,
polymath,,14,,,
Polymerization,,1,,,
Polynomial,,1,,,
ponder,,6,,,
pondering,,5,,,
Pop-Science,,1,,,
Porous,,1,,,
Positioning,,3,,,
positive,,1,,,
Possibilities,,1,,,
possibility,,1,,,
Postgraduate,,1,,,
postsynaptic,,1,,,
Potassium,,1,,,
Potent,,2,,,
Potential,,44,,,
Potentials,,1,,,
potentiation,,1,likely misspelled,,
Power,,10,,,
Powerful,,2,,,
powerhouse,,1,,,
practical,,14,,,
Practicality,,5,,,
Practice,,33,,,
Practiced,,5,,,
Pragmatic,,3,,,
Pragmatics,,1,,,
Pragmatism,,4,,,
Precise,,2,,,
Precision,,43,,,
precision medicine,,1,,,
precocious,,3,,,
precocity,,2,,,
Predicate,,1,,,
Prediction,,7,,,
Predictive,,9,,,
Predictive Analytics,,2,likely misspelled,,
Predictive validity,,1,,,
Predictor,,2,,,
predisposition,,6,,,
preeminence,,1,,,
preferences,,1,,,
Prejudice,,1,,,
Premise,,6,,,
Premises,,2,,,
Premonition,,5,,,
Preparation,,4,,,
preparedness,,3,,,
Prescience,,1,,,
Presence,,8,,,
presence of mind,,1,,,
Presentation,,1,,,
presentiment,,1,,,
preserve,,1,,,
Pressure,,1,,,
presynaptic,,1,likely misspelled,,
Prevention,,3,,,
prick,,1,,,
Primal,,2,,,
Principle,,3,,,
principles,,9,,,
Print,,2,,,
Privacy,,9,,,
Privacy Concerns,,1,,,
privileged,,1,,,
proactive,,10,,,
proactivity,,1,likely misspelled,,
Probability,,5,,,
probe,,3,,,
Probing,,1,,,
Problem Solving,,3,,,
problem-solver,,9,,,
Problem-solving,,234,,,
Problems,,1,,,
procedural,,1,,,
Process,,29,,,
processes,,1,,,
Processing,,53,,,
Processing Power,,1,,,
Processing Speed,,2,,,
Processor,,1,,,
proclivity,,1,,,
prodigious,,2,,,
prodigy,,20,,,
Product,,1,,,
Product Development,,1,,,
production,,1,,,
Productivity,,5,,,
professional,,25,,,
Professionalism,,11,,,
professor,,32,,,
professorial,,7,,,
Professors,,3,,,
professorship,,2,,,
Proficiency,,129,,,
proficiency improvement,,1,,,
proficiency level,,1,,,
Proficiency Test,,2,,,
Proficient,,53,,,
Profiling,,1,,,
Profound,,30,,,
profound thoughts,,1,,,
profounder,,2,,,
profoundest,,1,,,
profoundity,,1,likely misspelled,,
profoundness,,1,,,
Profundal,,1,likely misspelled,,
Profundity,,10,,,
program,,3,,,
Programmed,,1,,,
Programmer,,1,,,
Programming,,20,,,
Progress,,28,,,
progression,,2,,,
Project management,,1,,,
Projection,,1,,,
Projects,,9,,,
promise,,2,,,
Proof,,20,,,
Proofs,,1,,,
Propensity,,2,,,
Proposal,,2,,,
Proposition,,10,,,
Propositional,,1,,,
propositions,,4,,,
prospective,,1,,,
Prosthesis,,1,,,
Prosthetic,,2,,,
Prosthetics,,1,likely misspelled,,
Protection,,1,,,
protocol,,3,,,
Prototype,,5,,,
Prototypes,,1,,,
Prototyping,,2,,,
proverbs,,12,,,
prowess,,35,,,
Prudence,,23,,,
Prudent,,9,,,
Pseudoscience,,1,,,
Psych,,1,,,
psyche,,5,,,
Psychiatric,,2,,,
Psychiatric disorders,,1,,,
Psychiatry,,4,,,
psychic,,5,,,
Psycholinguistics,,2,likely misspelled,,
Psychological,,1,,,
psychological research,,1,,,
Psychology,,61,,,
Psychometric Test,,1,,,
psychometrician,,1,likely misspelled,,
Psychometrics,,9,likely misspelled,,
Psychopathology,,2,,,
Psychopharmacology,,1,,,
Public Speaking,,1,,,
Publication,,14,,,
Publishing,,1,,,
Punishment,,1,,,
pupil,,1,,,
pure,,2,,,
purification,,1,,,
Purpose,,3,,,
Purposeful,,1,,,
pursuit,,1,,,
Puzzle,,16,,,
puzzle-solving,,1,,,
Puzzles,,27,,,
Python,,1,,,
Qualia,,4,likely misspelled,,
qualification,,23,,,
qualifications,,3,,,
Qualified,,6,,,
Qualitative,,13,,,
Quality,,4,,,
quantification,,1,,,
Quantitative,,24,,,
Quantity,,3,,,
Quantum,,15,,,
Quantum computer,,1,,,
Quantum Computing,,4,,,
quantum supremacy,,1,,,
quarks,,1,,,
qubit,,1,likely misspelled,,
queen,,1,,,
Queries,,1,,,
Quest,,5,,,
question,,6,,,
Questioning,,15,,,
Questionnaire,,3,,,
Questions,,18,,,
Quick,,28,,,
Quick thinking,,1,,,
Quick-thinking,,14,,,
Quick-witted,,55,,,
Quick-wittedness,,2,likely misspelled,,
Quickness,,9,,,
quiet,,1,,potentially an acronym,Q and U Imaging ExperimenT
Quietude,,1,,,
quirky,,3,,,
Quiz,,4,,,
Quizzes,,3,,,
Quota,,2,,,
Quotes,,1,,,
Quotient,,11,,,
quotients,,1,,,
R&D,,2,,,
Radiance,,3,,,
radiant,,2,,,
Radiation,,2,,,
radical,,1,,,
radioactivity,,2,,,
radiology,,1,,,
Rain Man,,1,,,
RAM,,1,,likely an acronym,Random Access Memory
Random Forest,,1,,,
random forests,,1,,,
randomness,,1,,,
Range,,4,,,
rank,,1,,,
Ranking,,6,,,
rapid,,1,,,
Rapport,,10,,,
Rare,,2,,,
Rarity,,1,,,
Ratings,,1,,,
Ratio,,1,,,
Rational,,49,,,
rationale,,11,,,
Rationalism,,7,,,
Rationality,,62,,,
Rationalization,,2,,,
Raven's,,4,,,
Ravens,,2,,,
Raw,,1,,,
Raw Data,,1,,,
razor,,4,,,
razor-sharp,,1,,,
Reach,,1,,,
Reaction,,4,,,
Reactive,,2,,,
Reactiveness,,2,likely misspelled,,
Reactivity,,2,,,
Read,,1,,,
read between the lines,,1,,,
Readiness,,15,,,
Reading,,35,,,
Readjustment,,1,,,
Real-Time,,1,,,
Real-world,,2,,,
Realism,,2,,,
Realistic,,1,,,
Reality,,21,,,
Realization,,29,,,
Realize,,1,,,
Reason,,59,,,
Reasonable,,1,,,
reasonableness,,1,,,
Reasoned,,1,,,
Reasoning,,206,,,
Recalibration,,2,likely misspelled,,
Recall,,17,,,
recall bias,,1,,,
Receptors,,3,,,
Recipient,,1,,,
Recognition,,64,,,
Recognizing,,2,,,
recollection,,4,,,
Recommendation Systems,,3,,,
Recommender Systems,,2,likely misspelled,,
Reconfiguration,,1,,,
Reconnaissance,,7,,,
Records,,2,,,
Recovery,,5,,,
Recursive,,1,,,
Redemption,,1,,,
reduce,,1,,,
reduction,,1,,,
Redundancy,,1,,,
Reference,,1,,,
referendum,,1,,,
Refined,,5,,,
refinement,,6,,,
Reflect,,4,,,
Reflecting,,1,,,
Reflection,,119,,,
Reflective,,41,,,
Reflective Material,,1,,,
Reflective Surface,,1,,,
Reflective Tape,,1,,,
reflective vest,,1,,,
Reflex,,13,,,
Reflexes,,8,,,
Reflexion,,1,likely misspelled,,
Reflexive,,1,,,
Reflexivity,,1,,,
Reform,,3,,,
reformation,,1,,,
Reforms,,1,,,
Refraction,,1,,,
Regression,,3,,,
Rehabilitation,,1,,,
Rehearsal,,1,,,
Reinforcement Learning,,3,,,
Reinvention,,2,,,
Relatability,,1,likely misspelled,,
Relation,,2,,,
Relations,,3,,,
Relationship,,2,,,
Relationships,,3,,,
Relativity,,4,,,
Relaxation,,5,,,
Relevance,,3,,,
Reliability,,4,,,
Religion,,1,,,
reliving,,1,,,
remarkable,,4,,,
Remember,,5,,,
Rememberance,,1,likely misspelled,,
Remembering,,3,,,
Remembrance,,1,,,
reminiscence,,5,,,
Renaissance,,5,,,
Renewable Energy,,2,,,
Renewables,,1,likely misspelled,,
Reorganization,,1,,,
Repetition,,2,,,
Replication,,4,,,
Report,,1,,,
Report Card,,1,,,
Reporting,,4,,,
Reports,,1,,,
Representation,,5,,,
Repression,,1,,,
reproductive success,,1,,,
reputable,,1,,,
reputation,,1,,,
rescue,,1,,,
Research,,188,,,
Research-design,,1,,,
Reservoir,,2,,,
Resilience,,14,,,
Resilient,,2,,,
Resolution,,4,,,
Resolve,,5,,,
Resonance,,5,,,
resonant,,1,,,
resource,,3,,,
Resource Allocation,,1,,,
Resource Management,,2,,,
Resourceful,,41,,,
Resourcefulness,,32,,,
Resources,,9,,,
respect,,3,,,
Respectful,,1,,,
resplendent,,1,,,
Response,,8,,,
response time,,1,,,
Responsibility,,2,,,
responsive,,9,,,
Responsiveness,,13,,,
Result,,2,,,
Results,,16,,,
Retention,,22,,,
retention rate,,1,,,
Retrieval,,11,,,
Retrospection,,1,,,
Returns,,1,,,
Revelation,,20,,,
Revelatory,,1,,,
Review,,9,,,
Revolution,,10,,,
revolutionary,,5,,,
Rhythm,,3,,,
richness,,1,,,
Riddles,,1,,,
rightness,,1,,,
Rigor,,12,,,
Rigorous,,5,,,
Risk,,6,,,
Risk Management,,2,,,
Risk-taking,,4,,,
Risks,,1,,,
ritual,,1,,,
Rivers,,1,,,
Roadmap,,2,likely misspelled,,
Robotic,,3,,,
Robotics,,13,,,
Robots,,4,,,
Rockets,,1,,,
rook,,1,,,
Room,,1,,,
Rosetta Stone,,1,,,
Rover,,1,,,
Rules,,8,,,
rumination,,3,,,
ruminations,,1,,,
Runner,,1,,,
Russia,,1,,,
Sadness,,1,,,
Safari,,1,,,
safety,,1,,potentially an acronym,Stopping Adults Facilitating the Exploitation of Today's Youth
Safety Gear,,1,,,
Sagacious,,6,,,
sagacity,,19,,,
sage,,24,,potentially an acronym,Semi-Automatic Ground Environment
sages,,2,,,
Sagesse,,2,likely misspelled,,
Sales,,2,,,
Sample,,1,,,
sample size,,1,,,
Sampling,,2,,,
Sane,,1,,,
Sanity,,4,,,
Sapience,,5,,,
sapient,,1,,,
Sassy,,4,,,
SAT,,3,,likely an acronym,formerly Scholastic Aptitude Test and Scholastic Assessment Test; now known solely by the initials
Satellite,,2,,,
Satellite Imagery,,2,,,
Satellites,,2,,,
saturated,,1,,,
saturation,,2,,,
Savant,,40,,,
Savantism,,1,likely misspelled,,
Savoir-faire,,4,likely misspelled,,
Savviness,,1,likely misspelled,,
Savvy,,157,,,
Scalability,,7,likely misspelled,,
Scale,,9,,,
scales,,1,,,
Scalpel,,2,,,
scenarios,,1,,,
Scent,,1,,,
Scepticism,,1,likely misspelled,,
Scheduling,,1,,,
Schema,,6,,,
Schemas,,2,likely misspelled,,
Schematic,,2,,,
Schematization,,1,likely misspelled,,
Scheme,,2,,,
Scheming,,2,,,
schizophrenia,,1,,,
Scholar,,66,,,
Scholarliness,,2,likely misspelled,,
Scholarly,,28,,,
scholars,,1,,,
Scholarship,,41,,,
Scholarships,,10,,,
Scholastic,,1,,,
School,,27,,,
Schools,,3,,,
Sci-Fi,,2,likely misspelled,,
Sci-fi movies,,1,likely misspelled,,
Science,,128,,,
Science Fiction,,3,,,
Sciences,,2,,,
Scientific,,13,,,
Scientist,,8,,,
Scientists,,4,,,
scissors,,1,,,
scope,,4,,,
Score,,15,,,
Scores,,4,,,
scoring,,2,,,
script,,1,,,
Scrutiny,,20,,,
Sculpting,,2,,,
Sculpture,,3,,,
Seamless,,1,,,
Search,,6,,,
Search algorithms,,1,,,
Search engines,,1,,,
Searching,,1,,,
seasoned,,7,,,
Seasons,,1,,,
Seats,,1,,,
second nature,,1,,,
Second-guessing,,1,,,
Secrecy,,1,,,
Secret,,1,,,
Secrets,,10,,,
Secularism,,3,,,
Security,,10,,,
Seek,,1,,,
Seeking,,1,,,
Segmentation,,2,,,
seize,,1,,,
Selection,,2,,,
Selectivity,,3,,,
Self,,2,,,
Self-actualization,,2,,,
self-assessment,,1,,,
Self-awareness,,7,,,
self-critique,,1,,,
Self-directed,,1,,,
Self-driving,,1,,,
Self-driving cars,,6,,,
Self-examination,,2,,,
Self-help,,1,,,
Self-motivation,,2,,,
Self-realization,,2,,,
Self-referential,,1,,,
Self-regulation,,1,,,
Semantic,,4,,,
semantic segmentation,,1,,,
Semantics,,4,,,
Semiconductors,,1,,,
seminar,,7,,,
Seminars,,1,,,
Sensation,,27,,,
Sense,,33,,,
Sense-making,,3,,,
senses,,12,,,
Sensibility,,1,,,
sensible,,5,,,
Sensing,,1,,,
Sensitive,,3,,,
Sensitivity,,26,,,
sensors,,1,,,
Sensory,,12,,,
Sensory input,,1,,,
Sensory perception,,1,,,
sensory processing,,1,,,
Sensory systems,,1,,,
Sentence,,1,,,
Sentience,,10,,,
sentiment,,1,,,
sentiment analysis,,1,,,
SEO,,1,likely misspelled,likely an acronym,
Sequence,,10,,,
Sequences,,2,,,
Sequencing,,1,,,
Sequential,,3,,,
serene,,1,,,
Serenity,,4,,,
Series,,2,,,
Serious,,2,,,
seriousness,,1,,,
Serotonin,,3,,,
Server,,1,,,
Servers,,4,,,
Set theory,,1,,,
SETI,,1,likely misspelled,likely an acronym,Search for ExtraTerrestrial Intelligence
severe,,3,,,
Shakespeare,,5,,,
Shapes,,2,,,
shard,,1,,,
sharing,,3,,,
Sharp,,52,,,
sharp-tongued,,1,,,
sharp-witted,,3,,,
Sharpness,,36,,,
sheen,,2,,,
shelter,,1,,,
Sherlock Holmes,,1,,,
Shift,,2,,,
Shifting,,1,,,
Shimmer,,2,,,
shimmering,,1,,,
Shin Bet,,1,,,
Shine,,4,,,
Shining,,1,,,
shiny,,5,,,
Ships,,1,,,
Short-term,,6,,,
shrewd,,34,,,
shrewdness,,16,,,
Sicilian,,2,,,
Sicilian Defense,,1,,,
Sight,,4,,,
SIGINT,,3,likely misspelled,likely an acronym,Signals Intelligence
signal,,1,,,
Signal Processing,,1,,,
Signal transduction,,3,,,
Signaling,,1,,,
Signals,,5,,,
silence,,2,,,
Silicon,,1,,,
Silicon Valley,,5,,,
Silk,,1,,,
silver,,1,,,
Simplicity,,2,,,
simulated,,1,,,
Simulation,,2,,,
Singular,,1,,,
Singularities,,1,,,
Singularity,,5,,,
Siri,,4,likely misspelled,,
Situation Room,,1,,,
Situational,,1,,,
situational awareness,,1,,,
sixth sense,,5,,,
Size,,3,,,
sizing,,1,,,
Skeptic,,1,,,
Skeptical,,1,,,
Skepticism,,24,,,
Sketching,,1,,,
Skill,,109,,,
Skill-building,,1,,,
Skilled,,36,,,
Skillful,,22,,,
skillfulness,,5,,,
Skills,,43,,,
skillset,,5,likely misspelled,,
Skin,,1,,,
skull,,1,,,
Skynet,,1,likely misspelled,,
Slang,,2,,,
Sleek,,2,,,
Sleeper Cell,,2,,,
Sleeper cells,,2,,,
Slice,,1,,,
Slick,,4,,,
Sly,,7,,,
Slytherin,,1,likely misspelled,,
Smart,,131,,,
Smart Homes,,2,,,
Smart Technology,,3,,,
smartness,,4,,,
Smartphones,,4,,,
Smarts,,5,,,
Smell,,3,,,
smudge,,1,,,
Smuggled,,1,,,
snap,,1,,potentially an acronym,Supernova/Acceleration Probe
snap judgment,,4,,,
Snappy,,4,,,
sneakiness,,1,,,
Snooping,,1,,,
sobriety,,1,,,
Soccer,,1,,,
social,,5,,,
Social Issues,,2,,,
Social Media,,7,,,
Social skills,,4,,,
society,,5,,,
Sociolinguistics,,1,likely misspelled,,
sociological,,1,,,
Socrates,,8,,,
Socratic,,4,,,
Sodium,,1,,,
Software,,13,,,
soil,,1,,,
solace,,1,,,
solar panels,,1,,,
Solar System,,1,,,
Solidarity,,1,,,
Solitude,,4,,,
Solomon,,4,,,
Solution,,16,,,
solution-oriented,,1,,,
Solutions,,26,,,
Solve,,5,,,
Soma,,1,likely misspelled,,
Sophia,,2,,,
Sophisticate,,1,,,
sophisticated,,19,,,
Sophistication,,28,,,
Sorting,,6,,,
Soul,,5,,,
Soul-searching,,1,,,
Sound,,4,,,
Soundness,,5,,,
sour,,1,,,
Source,,1,,,
Sources,,4,,,
Souvenir,,1,,,
Souvenirs,,4,,,
sovereignty,,1,,,
Space,,14,,,
Spark,,1,,,
sparkle,,5,,,
sparkling,,2,,,
Spatial,,12,,,
Spatial Intelligence,,1,,,
spatial reasoning,,1,,,
Speaker,,1,,,
Special,,5,,,
Specialist,,13,,,
specialization,,41,,,
Specialized,,4,,,
Specialty,,3,,,
speciation,,1,likely misspelled,,
Species,,2,,,
Spectacular,,1,,,
Spectroscopy,,1,,,
Specular,,1,likely misspelled,,
speculate,,1,,,
speculation,,11,,,
Speech,,1,,,
Speech pathology,,1,,,
Speech Recognition,,2,,,
Speed,,7,,,
spicy,,1,,,
Spies,,6,,,
Spinal Cord,,4,,,
spirit,,1,,,
spiritual,,4,,,
spiritual connection,,1,,,
Spirituality,,3,,,
Spock,,1,,,
Sponsor,,1,,,
Sponsorship,,1,,,
Spontaneity,,14,,,
Spontaneous,,8,,,
Sports,,2,,,
sprint,,1,,,
spry,,1,,,
Spy,,2,,,
Spy rings,,1,,,
Spy satellite,,1,,,
SQL,,6,,likely an acronym,Structured Query Language
Squares,,1,,,
squeeze,,1,,,
stability,,6,,,
stainless,,1,,,
Stalemate,,2,,,
Stamina,,3,,,
standard,,1,,,
standard deviation,,3,,,
Standardization,,6,,,
Standardized,,11,,,
Standards,,6,,,
Stanford,,1,,,
Stanford-Binet,,15,likely misspelled,,
starbright,,1,likely misspelled,,
stark,,1,,,
Starship,,1,likely misspelled,,
Start-up,,1,,,
Startups,,12,,,
State,,6,,,
statistic,,1,,,
Statistical,,1,,,
Statistics,,22,,,
Stealth,,3,,,
steel,,1,,,
STEM,,1,,likely an acronym,Scanning transmission electron microscopy
Stephen,,1,,,
Stephen Wiltshire,,1,likely misspelled,,
Stillness,,2,,,
Stimulated,,1,,,
Stimulation,,2,,,
Stimuli,,2,,,
sting,,1,,,
stocks,,1,,,
Storage,,13,,,
Stories,,11,,,
Storytelling,,14,,,
Strain,,1,,,
Strategic,,43,,,
Strategic thinking,,1,,,
Strategies,,1,,,
Strategist,,6,,,
Strategy,,116,,,
Stream,,5,,,
Streaming,,2,,,
street,,1,,,
Street smart,,1,,,
street-savvy,,1,,,
Street-smart,,30,,,
streetwise,,3,,,
strength,,23,,,
stress,,6,,,
Stripes,,1,,,
Stroke,,3,,,
Strong,,2,,,
Structure,,16,,,
Structured,,7,,,
structured-thinking,,1,,,
Student,,7,,,
student support,,1,,,
Students,,15,,,
Studies,,1,,,
Studious,,3,,,
Study,,73,,,
Studying,,3,,,
Style,,2,,,
Suave,,2,,,
suaveness,,1,,,
Subatomic,,1,,,
Subconscious,,8,,,
subjective,,8,,,
Subjectivity,,10,,,
Subliminal,,1,,,
Submarine,,1,,,
substance,,1,,,
substantial,,1,,,
Subtle,,2,,,
Subtlety,,4,,,
Subtraction,,1,,,
Success,,23,,,
Sudden,,5,,,
Sudoku,,5,,,
suitability,,11,,,
sun,,3,,potentially an acronym,Soviet Union
Sunlight,,1,,,
sunny,,1,,,
sunshine,,1,,,
Suntan,,1,,,
superb,,1,,,
Superintelligence,,2,likely misspelled,,
Superior,,6,,,
Superiority,,5,,,
superlative,,1,,,
Superposition,,1,,,
Supervised,,3,,,
Supervision,,1,,,
Support,,11,,,
Support Vector Machines,,2,,,
Supportive,,2,,,
Supportiveness,,2,likely misspelled,,
supremacy,,1,,,
surface,,1,,,
surfaces,,1,,,
surgery,,1,,,
Surprise,,1,,,
Surreal,,2,,,
Surrealism,,1,,,
Surveillance,,11,,,
Survey,,3,,,
Survival,,11,,,
Survivor,,1,,,
Sustainability,,9,,,
Sustainable,,1,,,
SVM,,1,,likely an acronym,Stroboscopic effect Visibility Measure; a measure for assessing a type of temporal light artefacts
Sweat,,1,,,
Swiss,,1,,,
Syllabus,,3,,,
Syllogism,,13,,,
symbol,,1,,,
Symbolic,,10,,,
Symbolism,,1,,,
Symmetry,,3,,,
Sympathy,,4,,,
Symphony,,3,,,
Symposium,,6,,,
Synapse,,24,,,
Synapses,,32,,,
synaptic,,9,,,
Synaptic gap,,4,,,
Synaptic plasticity,,1,,,
synaptic pruning,,6,,,
synaptic transmission,,2,,,
synaptic vesicles,,2,,,
synaptogenesis,,1,likely misspelled,,
Syndrome,,2,,,
Synergy,,2,,,
Syntax,,4,,,
Syntax Tree,,1,,,
Synthesis,,53,,,
Synthetic Biology,,1,,,
system,,5,,,
Systematic,,25,,,
systematization,,1,,,
Systems,,4,,,
Tables,,1,,,
Tablets,,1,,,
tackle,,1,,,
Tact,,2,,,
Tactful,,3,,,
Tactfulness,,1,,,
Tactical,,16,,,
Tactics,,14,,,
tactile,,1,,,
tailor-made,,1,,,
talent,,69,,,
Talented,,8,,,
tang,,1,,,
tangy,,1,,,
tape measure,,1,,,
Targeting,,2,,,
task,,1,,,
Tasks,,1,,,
Taste,,9,,,
tasteful,,1,,,
taught,,1,,,
